station_id,station_name,lat,lng,corridor,corridor_type,station_role,is_terminal,is_interchange,station_importance,busy_factor,route_overlap_count,transfer_score,land_use_type,near_market,near_business_district,timestamp_utc,hour,day_of_week,is_weekend,current_speed,free_flow_speed,current_travel_time,free_flow_travel_time,traffic_confidence,traffic_pressure,temperature_2m,precipitation,rain,cloud_cover,crowd_score,label
palmgrove_bariga,Palmgrove Bariga,6.541820999999999,3.368328,General,secondary,interchange,0,1,3,0.55,3,5,residential,0,0,2026-03-26T00:23:33.212054+00:00,1,3,0,55.0,55.0,663.0,663.0,1.0,0.0,28.4,0.0,0.0,100.0,0.209,flowing
igbobi,Igbobi,6.530229,3.367605,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:23:36.758943+00:00,1,3,0,55.0,55.0,663.0,663.0,1.0,0.0,28.4,0.0,0.0,100.0,0.038,flowing
charly_boy_bus_stop,Charly Boy Bus Stop,6.548371899999999,3.3787432,General,local,interchange,0,1,3,0.5,3,5,mixed,0,0,2026-03-26T00:23:39.859484+00:00,1,3,0,71.0,71.0,330.0,330.0,1.0,0.0,28.5,0.0,0.0,100.0,0.198,flowing
unilag_shuttle_bariga,Unilag Shuttle Bariga,6.534617999999999,3.391877999999999,General,local,standard,0,0,3,0.5,1,2,education,0,0,2026-03-26T00:23:42.443275+00:00,1,3,0,76.0,76.0,918.0,918.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
idi_araba,Idi Araba,6.516742,3.354085,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:23:45.548317+00:00,1,3,0,44.0,44.0,788.0,788.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
underbridge_mosalashi,Underbridge (Mosalashi),6.517128,3.368726,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:23:48.255073+00:00,1,3,0,55.0,55.0,663.0,663.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
yaba_station,Yaba Station,6.510681999999999,3.370865999999999,General,secondary,interchange,0,1,4,0.65,3,5,mixed,0,0,2026-03-26T00:23:51.873178+00:00,1,3,0,49.0,49.0,1263.0,1263.0,0.565223,0.0,28.5,0.0,0.0,100.0,0.231,flowing
ojuelegba,Ojuelegba,6.511566999999999,3.363344999999999,General,primary,interchange,0,1,4,0.62,3,5,mixed,0,0,2026-03-26T00:23:54.558443+00:00,1,3,0,52.0,52.0,1177.0,1177.0,1.0,0.0,28.5,0.0,0.0,100.0,0.2244,flowing
muritala,Muritala,6.543013999999999,3.393567999999999,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:23:57.354858+00:00,1,3,0,76.0,76.0,918.0,918.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
nsik_motors_limited_aktc_ojuelegba,"Nsik Motors Limited (Aktc), Ojuelegba",6.510032000000001,3.3623336,General,primary,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:24:00.127979+00:00,1,3,0,52.0,52.0,1177.0,1177.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
church,Church,6.530596999999999,3.378789,General,local,standard,0,0,3,0.5,1,2,residential,0,0,2026-03-26T00:24:03.408712+00:00,1,3,0,55.0,55.0,663.0,663.0,1.0,0.0,28.4,0.0,0.0,100.0,0.038,flowing
unilag_gate_akoka_road,Unilag Gate (Akoka Road),6.517867000000001,3.384795,General,local,standard,0,0,3,0.5,1,2,education,0,0,2026-03-26T00:24:06.458034+00:00,1,3,0,44.0,44.0,788.0,788.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
obanikoro,Obanikoro,6.546717999999998,3.367314,General,secondary,interchange,0,1,3,0.57,3,5,mixed,0,0,2026-03-26T00:24:08.910595+00:00,1,3,0,55.0,55.0,663.0,663.0,1.0,0.0,28.4,0.0,0.0,100.0,0.2133999999999999,flowing
sungas,Sungas,6.535856999999999,3.38897,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:24:11.496613+00:00,1,3,0,76.0,76.0,918.0,918.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
ojuelegba_bus_station,Ojuelegba Bus Station,6.510317,3.3626533,General,primary,terminal,1,1,4,0.62,3,5,mixed,0,0,2026-03-26T00:24:14.365282+00:00,1,3,0,52.0,52.0,1177.0,1177.0,1.0,0.0,28.5,0.0,0.0,100.0,0.3244,flowing
mfm_gate,Mfm Gate,6.509885,3.385634,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:24:17.086859+00:00,1,3,0,74.0,74.0,996.0,996.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
alade_bus_stop,Alade Bus Stop,6.6019546,3.3538821,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:24:19.893449+00:00,1,3,0,37.0,37.0,363.0,363.0,1.0,0.0,27.8,0.0,0.0,100.0,0.038,flowing
ibidun,Ibidun,6.51072,3.360529999999999,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:24:23.071345+00:00,1,3,0,52.0,52.0,1177.0,1177.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
st_finbarrs,St Finbarrs,6.522098,3.385506,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:24:25.680084+00:00,1,3,0,55.0,55.0,663.0,663.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
unilag,Unilag,6.517568199999999,3.3855674,General,local,standard,0,0,3,0.5,1,2,education,0,0,2026-03-26T00:24:28.290324+00:00,1,3,0,76.0,76.0,918.0,918.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
gbagada_2,Gbagada,6.5491486,3.3881944,General,secondary,interchange,0,1,3,0.58,3,5,mixed,0,0,2026-03-26T00:24:30.998089+00:00,1,3,0,71.0,71.0,325.0,325.0,1.0,0.0,28.5,0.0,0.0,100.0,0.2156,flowing
fadeyi_bus_stop,Fadeyi Bus Stop,6.522983799999999,3.3678074,General,secondary,interchange,0,1,3,0.54,3,5,mixed,0,0,2026-03-26T00:24:34.331861+00:00,1,3,0,55.0,55.0,663.0,663.0,1.0,0.0,28.4,0.0,0.0,100.0,0.2068,flowing
ojuelegba_2,Ojuelegba,6.510960600000001,3.362959,General,primary,interchange,0,1,4,0.62,3,5,mixed,0,0,2026-03-26T00:24:37.252872+00:00,1,3,0,52.0,52.0,1177.0,1177.0,1.0,0.0,28.5,0.0,0.0,100.0,0.2244,flowing
sport_centre,Sport Centre,6.517343999999999,3.387760999999999,General,local,standard,0,0,3,0.5,1,2,education,0,0,2026-03-26T00:24:39.863982+00:00,1,3,0,76.0,76.0,918.0,918.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
temple,Temple,6.540592,3.392753,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:24:42.324908+00:00,1,3,0,76.0,76.0,918.0,918.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
fadeyi,Fadeyi,6.523944999999999,3.367264,General,secondary,interchange,0,1,3,0.54,3,5,mixed,0,0,2026-03-26T00:24:45.451213+00:00,1,3,0,52.0,52.0,1177.0,1177.0,1.0,0.0,28.4,0.0,0.0,100.0,0.2068,flowing
somolu_oja_market,Somolu Oja (Market),6.533655999999999,3.376522,General,local,standard,0,0,3,0.5,1,2,market,1,0,2026-03-26T00:24:48.053556+00:00,1,3,0,55.0,55.0,663.0,663.0,1.0,0.0,28.4,0.0,0.0,100.0,0.098,flowing
anthony,Anthony,6.5583349,3.3669222,General,local,interchange,0,1,3,0.5,3,5,mixed,0,0,2026-03-26T00:24:51.305894+00:00,1,3,0,55.0,55.0,663.0,663.0,1.0,0.0,28.4,0.0,0.0,100.0,0.198,flowing
adekunle_bus_stop,Adekunle Bus Stop,6.492854899999999,3.3785775,General,local,standard,0,0,3,0.46,1,2,mixed,0,0,2026-03-26T00:24:53.800623+00:00,1,3,0,49.0,49.0,1263.0,1263.0,0.561305,0.0,28.5,0.0,0.0,100.0,0.0292,flowing
spencer,Spencer,6.502256,3.377359,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:24:56.375298+00:00,1,3,0,76.0,76.0,918.0,918.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
st_agnes,St Agnes,6.511242,3.377295,General,local,standard,0,0,3,0.5,1,2,residential,0,0,2026-03-26T00:24:59.009976+00:00,1,3,0,42.0,42.0,1276.0,1276.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
empire,Empire,6.518226899999999,3.365297,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:25:02.641501+00:00,1,3,0,44.0,44.0,788.0,788.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
obanikoro_2,Obanikoro,6.546634300000001,3.3669012,General,secondary,interchange,0,1,3,0.57,3,5,mixed,0,0,2026-03-26T00:25:05.416441+00:00,1,3,0,52.0,52.0,1177.0,1177.0,1.0,0.0,28.4,0.0,0.0,100.0,0.2133999999999999,flowing
iwaya_garage,Iwaya Garage,6.505861000000001,3.391235,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:25:08.059919+00:00,1,3,0,76.0,76.0,918.0,918.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
empire_2,Empire,6.51826,3.36554,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:25:10.695172+00:00,1,3,0,42.0,42.0,1276.0,1276.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
barracks,Barracks,6.505219,3.363804,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:25:13.377763+00:00,1,3,0,52.0,52.0,1177.0,1177.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
ap_club,Ap Club,6.499018,3.376046999999999,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:25:15.857502+00:00,1,3,0,49.0,49.0,1263.0,1263.0,0.561305,0.0,28.5,0.0,0.0,100.0,0.038,flowing
church_2,Church,6.505691,3.38756,General,local,standard,0,0,3,0.5,1,2,residential,0,0,2026-03-26T00:25:18.427080+00:00,1,3,0,76.0,76.0,918.0,918.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
cappa,Cappa,6.547649499999999,3.3549165,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:25:22.034648+00:00,1,3,0,44.0,44.0,788.0,788.0,1.0,0.0,28.4,0.0,0.0,100.0,0.038,flowing
fadeyi_2,Fadeyi,6.524166,3.367736,General,secondary,interchange,0,1,3,0.54,3,5,mixed,0,0,2026-03-26T00:25:24.631507+00:00,1,3,0,55.0,55.0,663.0,663.0,1.0,0.0,28.4,0.0,0.0,100.0,0.2068,flowing
atunrase,Atunrase,6.51378,3.35761,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:25:27.236016+00:00,1,3,0,52.0,52.0,1177.0,1177.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
g_u_o_transport_maza_maza_terminal,G.U.O. Transport - Maza-Maza Terminal,6.459200099999999,3.3019669,General,local,terminal,1,0,4,0.68,3,5,mixed,0,0,2026-03-26T00:25:29.934272+00:00,1,3,0,49.0,49.0,1157.0,1157.0,1.0,0.0,28.5,0.0,0.0,100.0,0.2576,flowing
onipanu_3,Onipanu,6.533651099999999,3.3672085,General,secondary,interchange,0,1,3,0.56,3,5,mixed,0,0,2026-03-26T00:25:33.674047+00:00,1,3,0,52.0,52.0,1177.0,1177.0,1.0,0.0,28.4,0.0,0.0,100.0,0.2112,flowing
adesina,Adesina,6.53441,3.384873,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T00:25:36.589482+00:00,1,3,0,71.0,71.0,325.0,325.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
bariga,Bariga,6.537239999999999,3.392039999999999,General,local,standard,0,0,3,0.5,1,2,residential,0,0,2026-03-26T00:25:39.253700+00:00,1,3,0,76.0,76.0,918.0,918.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
onike,Onike,6.509512,3.384132,General,local,standard,0,0,3,0.5,1,2,residential,0,0,2026-03-26T00:25:42.076836+00:00,1,3,0,76.0,76.0,918.0,918.0,1.0,0.0,28.5,0.0,0.0,100.0,0.038,flowing
palmgrove,Palmgrove,6.541618,3.3674,General,secondary,interchange,0,1,3,0.55,3,5,mixed,0,0,2026-03-26T00:25:44.833427+00:00,1,3,0,55.0,55.0,663.0,663.0,1.0,0.0,28.4,0.0,0.0,100.0,0.209,flowing
oshodi_terminal,Oshodi Terminal,6.557,3.35,General,primary,terminal,1,1,5,0.9,3,5,mixed,0,0,2026-03-26T06:22:46.427607+00:00,7,3,0,69.0,69.0,694.0,694.0,1.0,0.0,27.8,0.0,0.0,74.0,0.626,moderate
mile_2,Mile 2,6.4698,3.3023,General,primary,terminal,1,1,5,0.85,3,5,market,1,0,2026-03-26T06:22:50.179317+00:00,7,3,0,54.0,61.0,1179.0,1044.0,0.875072,0.1147540983606557,27.9,0.0,0.0,74.0,0.7025409836065574,heavy
ikeja_under_bridge,Ikeja Under Bridge,6.5958,3.3403,General,primary,interchange,0,1,4,0.6,3,5,business,0,1,2026-03-26T06:22:52.692058+00:00,7,3,0,12.0,29.0,21.0,9.0,0.94,0.5862068965517242,26.9,0.0,0.0,79.0,0.6606896551724138,moderate
ojota,Ojota,6.5952,3.3831,General,primary,interchange,0,1,4,0.7,3,5,mixed,0,0,2026-03-26T06:22:54.965051+00:00,7,3,0,41.0,41.0,28.0,28.0,1.0,0.0,27.0,0.0,0.0,79.0,0.482,moderate
berger,Berger,6.6349,3.3782,General,primary,interchange,0,1,3,0.55,3,5,mixed,0,0,2026-03-26T06:22:57.321386+00:00,7,3,0,73.0,73.0,1264.0,1264.0,1.0,0.0,27.1,0.0,0.0,79.0,0.449,moderate
cms_marina,CMS Marina,6.4505,3.3958,General,primary,terminal,1,1,2,0.4,3,5,business,0,1,2026-03-26T06:23:00.275512+00:00,7,3,0,59.0,77.0,1183.0,906.0,0.997893,0.2337662337662337,27.9,0.0,0.0,74.0,0.6321038961038962,moderate
johnson_street,Johnson Street,6.54318,3.377831,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T06:23:02.907173+00:00,7,3,0,71.0,71.0,330.0,330.0,1.0,0.0,27.9,0.0,0.0,74.0,0.278,flowing
abule_oja,Abule Oja,6.517238,3.38274,General,local,standard,0,0,3,0.48,1,2,market,1,0,2026-03-26T06:23:05.308843+00:00,7,3,0,59.0,77.0,1183.0,906.0,0.997893,0.2337662337662337,27.9,0.0,0.0,74.0,0.3897038961038961,flowing
spencer_bus_station,Spencer Bus Station,6.502029100000001,3.377223,General,local,terminal,1,0,3,0.45,3,5,mixed,0,0,2026-03-26T06:23:08.304925+00:00,7,3,0,59.0,77.0,1183.0,906.0,0.997893,0.2337662337662337,27.9,0.0,0.0,74.0,0.503103896103896,moderate
iyana_oworo,Iyana Oworo,6.546217,3.3980625,General,local,interchange,0,1,3,0.52,3,5,mixed,0,0,2026-03-26T06:23:10.949479+00:00,7,3,0,69.0,75.0,1068.0,983.0,1.0,0.0799999999999999,27.9,0.0,0.0,74.0,0.4616,moderate
laide,Laide,6.539657,3.392462999999999,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T06:23:14.088994+00:00,7,3,0,59.0,77.0,1183.0,906.0,0.997893,0.2337662337662337,27.9,0.0,0.0,74.0,0.3341038961038961,flowing
olorunsogo,Olorunsogo,6.5351119,3.3525065,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T06:23:16.559657+00:00,7,3,0,31.0,44.0,1118.0,788.0,0.973724,0.2954545454545454,27.8,0.0,0.0,74.0,0.3489090909090909,flowing
bajulaiye,Bajulaiye,6.533379,3.383108,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T06:23:19.067901+00:00,7,3,0,55.0,55.0,663.0,663.0,1.0,0.0,27.9,0.0,0.0,74.0,0.278,flowing
iyana_church,Iyana Church,6.501030000000001,3.38976,General,local,standard,0,0,3,0.5,1,2,residential,0,0,2026-03-26T06:23:21.739271+00:00,7,3,0,59.0,77.0,1183.0,906.0,0.996526,0.2337662337662337,27.9,0.0,0.0,74.0,0.3341038961038961,flowing
lawal,Lawal,6.514756999999999,3.35599,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T06:23:24.172441+00:00,7,3,0,52.0,52.0,1177.0,1177.0,1.0,0.0,27.9,0.0,0.0,74.0,0.278,flowing
st_timothy,St Timothy,6.507482,3.387555,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T06:23:26.585835+00:00,7,3,0,59.0,77.0,1183.0,906.0,0.996526,0.2337662337662337,27.9,0.0,0.0,74.0,0.3341038961038961,flowing
lady_lak,Lady Lak,6.539136999999999,3.384637,General,local,standard,0,0,3,0.5,1,2,mixed,0,0,2026-03-26T06:23:29.382149+00:00,7,3,0,59.0,77.0,1183.0,906.0,0.996526,0.2337662337662337,27.9,0.0,0.0,74.0,0.3341038961038961,flowing
alausa,Alausa,6.6174604,3.3594836,General,local,interchange,0,1,3,0.52,3,5,business,0,1,2026-03-26T06:23:31.770591+00:00,7,3,0,29.0,40.0,471.0,341.0,0.984937,0.275,26.9,0.0,0.0,79.0,0.5684,moderate
gbagada,Gbagada,6.548821,3.388359,General,secondary,interchange,0,1,3,0.58,3,5,mixed,0,0,2026-03-26T06:23:34.033676+00:00,7,3,0,71.0,71.0,330.0,330.0,1.0,0.0,27.9,0.0,0.0,74.0,0.4556,moderate
unilag_gate_university_road,Unilag Gate (University Road),6.517602999999999,3.384831999999999,General,local,standard,0,0,3,0.5,1,2,education,0,0,2026-03-26T06:23:36.329185+00:00,7,3,0,31.0,44.0,1118.0,788.0,0.973724,0.2954545454545454,27.9,0.0,0.0,74.0,0.3489090909090909,flowing
